sourcevertex,targetvertex,weight,sourcelon,sourcelat,targetlon,targetlat
577275_161554,575181_162150,42.22236,0.54294395,51.32546,0.51322025,51.33146
577275_161554,578524_161683,23.882278,0.54294395,51.32546,0.56091297,51.326225
573824_164875,572740_166555,38.448463,0.49509054,51.356358,0.4803519,51.371784
573824_164875,574615_163108,36.287395,0.49509054,51.356358,0.5055768,51.340244
573800_164819,572716_166541,39.18311,0.49471942,51.355858,0.4799956,51.371662
573800_164819,574601_163052,36.358604,0.49471942,51.355858,0.5053504,51.339745
570187_169584,569563_169564,11.646795,0.44516107,51.399757,0.43618968,51.399765
570187_169584,570214_169642,1.1876268,0.44516107,51.399757,0.44556826,51.40027
570187_169584,570206_169583,0.34374255,0.44516107,51.399757,0.4454251,51.399742
570187_169584,570176_169557,0.53164524,0.44516107,51.399757,0.44499445,51.39952
569563_169564,570187_169584,11.646795,0.43618968,51.399765,0.44516107,51.399757
570389_169860,570363_169605,5.1893196,0.44818616,51.402176,0.4476904,51.39989
570363_169605,570389_169860,5.1893196,0.4476904,51.39989,0.44818616,51.402176
570363_169605,570517_169499,3.5147862,0.4476904,51.39989,0.4498555,51.3989
570193_169556,570529_169461,6.5663404,0.44522545,51.3995,0.450019,51.398556
570193_169556,570176_169557,0.3021728,0.44522545,51.3995,0.44499445,51.39952
570517_169499,570206_169583,6.036559,0.4498555,51.3989,0.4454251,51.399742
570517_169499,570582_169465,1.380749,0.4498555,51.3989,0.45078227,51.398575
570517_169499,570363_169605,3.5147862,0.4498555,51.3989,0.4476904,51.39989
570206_169583,570517_169499,6.036559,0.4454251,51.399742,0.4498555,51.3989
570206_169583,570187_169584,0.34374255,0.4454251,51.399742,0.44516107,51.399757
570214_169642,570395_169900,5.9019704,0.44556826,51.40027,0.44829154,51.40253
570214_169642,570187_169584,1.1876268,0.44556826,51.40027,0.44516107,51.399757
570395_169900,570214_169642,5.9019704,0.44829154,51.40253,0.44556826,51.40027
570176_169557,570036_169555,11.469146,0.44499445,51.39952,0.44297254,51.399548
570176_169557,570036_169555,2.6256042,0.44499445,51.39952,0.44297254,51.399548
570176_169557,570187_169584,0.53164524,0.44499445,51.39952,0.44516107,51.399757
570176_169557,570193_169556,0.3021728,0.44499445,51.39952,0.44522545,51.3995
590147_159492,589310_159996,18.212576,0.7263761,51.302788,0.7146448,51.307587
590147_159492,590570_159244,9.1399355,0.7263761,51.302788,0.7323042,51.300423
597680_159508,598756_159834,21.471792,0.83430463,51.30036,0.84990585,51.30292
597680_159508,597340_159324,7.1913776,0.83430463,51.30036,0.82933974,51.298832
598756_159834,597680_159508,21.471792,0.84990585,51.30292,0.83430463,51.30036
598756_159834,599469_159722,13.473813,0.84990585,51.30292,0.86005294,51.30166
587378_151689,586424_152392,22.144178,0.6826178,51.233612,0.66933644,51.240242
587378_151689,588084_150941,19.251633,0.6826178,51.233612,0.69232315,51.22667
587396_151701,586431_152409,22.36228,0.6828779,51.233715,0.6694452,51.2404
587396_151701,588102_150957,19.202047,0.6828779,51.233715,0.69258904,51.226807
596090_158840,594563_159012,28.641361,0.8111594,51.294914,0.7893825,51.29698
596090_158840,596572_158928,9.219533,0.8111594,51.294914,0.8181121,51.295536
594563_159012,596090_158840,28.641361,0.7893825,51.29698,0.8111594,51.294914
594563_159012,593830_159031,13.68129,0.7893825,51.29698,0.77889496,51.297405
594561_158997,596078_158825,28.455694,0.7893477,51.29685,0.81098056,51.29478
594561_158997,593823_159016,13.780273,0.7893477,51.29685,0.7787865,51.297276
597340_159324,596585_158919,15.989994,0.82933974,51.298832,0.81829333,51.295452
597340_159324,597680_159508,7.1913776,0.82933974,51.298832,0.83430463,51.30036
590570_159244,591533_158922,19.18322,0.7323042,51.300423,0.7459372,51.2972
590570_159244,590147_159492,9.1399355,0.7323042,51.300423,0.7263761,51.302788
590578_159257,591528_158938,18.935667,0.73242563,51.300533,0.74587417,51.297344
590578_159257,590156_159505,9.123717,0.73242563,51.300533,0.7265119,51.302902
590156_159505,589313_160010,18.320135,0.7265119,51.302902,0.7146991,51.307716
590156_159505,590578_159257,9.123717,0.7265119,51.302902,0.73242563,51.300533
618066_137167,618954_137024,16.98077,1.1127373,51.092335,1.1253116,51.09071
618066_137167,617370_137278,13.278268,1.1127373,51.092335,1.1028925,51.093597
273860_193728,274716_192242,32.039825,-3.823776,51.62818,-3.810884,51.615017
273860_193728,273695_193864,4.01847,-3.823776,51.62818,-3.8262076,51.629368
274716_192242,273860_193728,32.039825,-3.810884,51.615017,-3.823776,51.62818
274716_192242,274726_192225,0.3676032,-3.810884,51.615017,-3.8107336,51.61487
273848_193718,273933_193568,3.2303226,-3.8239458,51.62809,-3.8226643,51.62676
273848_193718,273689_193852,3.9025218,-3.8239458,51.62809,-3.82629,51.629257
273933_193568,273848_193718,3.2303226,-3.8226643,51.62676,-3.8239458,51.62809
273933_193568,273995_193408,3.1999376,-3.8226643,51.62676,-3.8217115,51.625336
257826_203284,257825_203235,0.91770315,-4.0591507,51.710224,-4.059146,51.709785
257825_203235,257826_203284,0.91770315,-4.059146,51.709785,-4.0591507,51.710224
257825_203235,257984_202999,5.388593,-4.059146,51.709785,-4.056755,51.707703
257825_203235,257800_203247,0.5303403,-4.059146,51.709785,-4.059511,51.709885
257984_202999,259200_202558,24.353153,-4.056755,51.707703,-4.038989,51.70405
257984_202999,257765_203196,5.498576,-4.056755,51.707703,-4.059996,51.709423
257984_202999,257825_203235,5.388593,-4.056755,51.707703,-4.059146,51.709785
259200_202558,257984_202999,24.353153,-4.038989,51.70405,-4.056755,51.707703
259200_202558,259885_201869,18.39787,-4.038989,51.70405,-4.0288076,51.698032
259885_201869,259200_202558,18.39787,-4.0288076,51.698032,-4.038989,51.70405
259885_201869,261461_199557,55.67716,-4.0288076,51.698032,-4.005106,51.67764
272448_195515,272673_195100,8.803836,-3.8448045,51.64393,-3.841415,51.640244
272448_195515,272322_195697,4.14001,-3.8448045,51.64393,-3.846702,51.64553
272673_195100,272448_195515,8.803836,-3.841415,51.640244,-3.8448045,51.64393
272673_195100,272779_194844,5.2029276,-3.841415,51.640244,-3.8397908,51.637966
272673_195100,272779_194844,5.2215686,-3.841415,51.640244,-3.8397908,51.637966
265204_199297,264871_199160,6.8569555,-3.9509044,51.676216,-3.9556644,51.674904
265204_199297,264852_199234,6.6821017,-3.9509044,51.676216,-3.9559677,51.675564
265204_199297,265353_199347,2.9320643,-3.9509044,51.676216,-3.94877,51.6767
264871_199160,265204_199297,6.8569555,-3.9556644,51.674904,-3.9509044,51.676216
268189_199318,267906_199479,6.192026,-3.9077673,51.677113,-3.9119134,51.6785
268189_199318,267892_199415,5.8251686,-3.9077673,51.677113,-3.912097,51.677914
268189_199318,268363_199257,3.4372392,-3.9077673,51.677113,-3.9052253,51.676613
267906_199479,268189_199318,6.192026,-3.9119134,51.6785,-3.9077673,51.677113
257761_203248,257800_203247,0.79168904,-4.060082,51.709885,-4.059511,51.709885
257761_203248,257783_203221,0.652999,-4.060082,51.709885,-4.059751,51.709644
257761_203248,257372_203881,13.930894,-4.060082,51.709885,-4.0659633,51.71547
257800_203247,257761_203248,0.79168904,-4.059511,51.709885,-4.060082,51.709885
257800_203247,257825_203235,0.5303403,-4.059511,51.709885,-4.059146,51.709785
257783_203221,257761_203248,0.652999,-4.059751,51.709644,-4.060082,51.709885
257769_203131,257706_203109,1.3443987,-4.0599213,51.708836,-4.0608277,51.708622
257769_203131,257739_203157,0.7428493,-4.0599213,51.708836,-4.0603685,51.70906
257769_203131,257948_202999,4.1593966,-4.0599213,51.708836,-4.057271,51.7077
257706_203109,257769_203131,1.3443987,-4.0608277,51.708622,-4.0599213,51.708836
257706_203109,257662_203131,1.0077398,-4.0608277,51.708622,-4.0614667,51.708813
257739_203157,257769_203131,0.7428493,-4.0603685,51.70906,-4.0599213,51.708836
273163_193969,272949_193948,4.30312,-3.8339276,51.63019,-3.8370101,51.62995
273163_193969,273189_193965,0.4790772,-3.8339276,51.63019,-3.8335507,51.63016
273163_193969,273189_193965,0.49026188,-3.8339276,51.63019,-3.8335507,51.63016
273163_193969,272968_194056,4.0151143,-3.8339276,51.63019,-3.8367748,51.630928
272949_193948,273163_193969,4.30312,-3.8370101,51.62995,-3.8339276,51.63019
272949_193948,272925_193889,1.1960154,-3.8370101,51.62995,-3.837335,51.629417
272455_195540,272651_195176,7.7088556,-3.8447163,51.644154,-3.8417597,51.640926
272455_195540,272328_195715,4.0346875,-3.8447163,51.644154,-3.846616,51.645695
272651_195176,272455_195540,7.7088556,-3.8417597,51.640926,-3.8447163,51.644154
272651_195176,272795_194825,7.120168,-3.8417597,51.640926,-3.8395483,51.637802
272651_195176,272999_194387,16.532078,-3.8417597,51.640926,-3.8364449,51.633915
272925_193889,272552_193425,12.08188,-3.837335,51.629417,-3.8425462,51.625164
272925_193889,272949_193948,1.1960154,-3.837335,51.629417,-3.8370101,51.62995
272552_193425,272925_193889,12.08188,-3.8425462,51.625164,-3.837335,51.629417
272795_194825,272651_195176,7.120168,-3.8395483,51.637802,-3.8417597,51.640926
272795_194825,272847_194201,11.988114,-3.8395483,51.637802,-3.838575,51.632202
272795_194825,272990_194409,9.186352,-3.8395483,51.637802,-3.836574,51.63411
272795_194825,272779_194844,0.46323225,-3.8395483,51.637802,-3.8397908,51.637966
272322_195697,272104_196007,7.1401143,-3.846702,51.64553,-3.8499649,51.648266
272322_195697,272136_195998,6.6321435,-3.846702,51.64553,-3.8494992,51.64819
272322_195697,272448_195515,4.14001,-3.846702,51.64553,-3.8448045,51.64393
272104_196007,272322_195697,7.1401143,-3.8499649,51.648266,-3.846702,51.64553
272136_195998,272322_195697,6.6321435,-3.8494992,51.64819,-3.846702,51.64553
272136_195998,272101_196118,2.333684,-3.8494992,51.64819,-3.8500488,51.64926
272215_196059,272328_195715,6.905609,-3.8483803,51.648758,-3.846616,51.645695
272328_195715,272215_196059,6.905609,-3.846616,51.645695,-3.8483803,51.648758
272328_195715,272149_195998,6.281131,-3.846616,51.645695,-3.8493114,51.648193
272328_195715,272455_195540,4.0346875,-3.846616,51.645695,-3.8447163,51.644154
272149_195998,272328_195715,6.281131,-3.8493114,51.648193,-3.846616,51.645695
272149_195998,272113_196124,2.445717,-3.8493114,51.648193,-3.8498776,51.64932
261465_199539,259873_201861,56.04327,-4.005041,51.67748,-4.0289807,51.697956
261465_199539,261608_199496,2.7851722,-4.005041,51.67748,-4.002957,51.677128
259873_201861,261465_199539,56.04327,-4.0289807,51.697956,-4.005041,51.67748
259873_201861,259187_202548,18.372519,-4.0289807,51.697956,-4.0391693,51.703953
259187_202548,259873_201861,18.372519,-4.0391693,51.703953,-4.0289807,51.697956
259187_202548,257948_202999,24.837078,-4.0391693,51.703953,-4.057271,51.7077
257662_203131,257582_203404,5.405743,-4.0614667,51.708813,-4.0627346,51.71124
257662_203131,257642_203026,2.007091,-4.0614667,51.708813,-4.0617166,51.707863
257662_203131,257706_203109,1.0077398,-4.0614667,51.708813,-4.0608277,51.708622
257582_203404,257662_203131,5.405743,-4.0627346,51.71124,-4.0614667,51.708813
257582_203404,257757_203184,5.2413282,-4.0627346,51.71124,-4.060111,51.70931
257582_203404,257307_204109,14.225611,-4.0627346,51.71124,-4.0669966,51.717503
257757_203184,257582_203404,5.2413282,-4.060111,51.70931,-4.0627346,51.71124
257757_203184,257948_202999,4.959847,-4.060111,51.70931,-4.057271,51.7077
277725_188974,278857_187458,35.612026,-3.7663069,51.58631,-3.7494526,51.57293
277725_188974,277613_189194,4.6325088,-3.7663069,51.58631,-3.7679994,51.588264
277713_188974,278773_187544,33.530186,-3.76648,51.586308,-3.7506936,51.573685
277713_188974,277608_189180,4.339843,-3.76648,51.586308,-3.7680666,51.58814
278773_187544,277713_188974,33.530186,-3.7506936,51.573685,-3.76648,51.586308
278773_187544,278824_187466,1.7371675,-3.7506936,51.573685,-3.749931,51.572994
278773_187544,278833_187464,1.8641137,-3.7506936,51.573685,-3.7498007,51.57298
277313_189711,277093_190158,9.354122,-3.7725084,51.592846,-3.7758396,51.596813
277313_189711,277412_189584,3.0045784,-3.7725084,51.592846,-3.7710357,51.591724
277313_189711,277426_189584,3.1917353,-3.7725084,51.592846,-3.7708337,51.59173
277093_190158,277313_189711,9.354122,-3.7758396,51.596813,-3.7725084,51.592846
277093_190158,277049_190203,1.1758829,-3.7758396,51.596813,-3.7764902,51.59721
276394_190371,276653_190349,4.850424,-3.786001,51.598576,-3.782256,51.598434
276394_190371,276179_190452,4.3387246,-3.786001,51.598576,-3.789132,51.599255
276653_190349,276394_190371,4.850424,-3.782256,51.598434,-3.786001,51.598576
276653_190349,276739_190329,1.6482493,-3.782256,51.598434,-3.7810078,51.598274
276664_190359,276374_190385,5.4320273,-3.7821007,51.598526,-3.7862945,51.598698
276664_190359,276744_190340,1.5432997,-3.7821007,51.598526,-3.7809324,51.598373
276374_190385,276664_190359,5.4320273,-3.7862945,51.598698,-3.7821007,51.598526
276374_190385,276248_190426,2.4863548,-3.7862945,51.598698,-3.7881272,51.599037
277608_189180,277713_188974,4.339843,-3.7680666,51.58814,-3.76648,51.586308
277608_189180,277558_189254,1.6646534,-3.7680666,51.58814,-3.7688138,51.58879
277613_189194,277725_188974,4.6325088,-3.7679994,51.588264,-3.7663069,51.58631
277613_189194,277560_189271,1.7451832,-3.7679994,51.588264,-3.768791,51.588943
276739_190329,277038_190195,6.135544,-3.7810078,51.598274,-3.7766461,51.597134
276739_190329,276653_190349,1.6482493,-3.7810078,51.598274,-3.782256,51.598434
277038_190195,276739_190329,6.135544,-3.7766461,51.597134,-3.7810078,51.598274
277038_190195,277087_190146,1.2959318,-3.7766461,51.597134,-3.7759218,51.596706
277049_190203,276744_190340,6.253169,-3.7764902,51.59721,-3.7809324,51.598373
277049_190203,277093_190158,1.1758829,-3.7764902,51.59721,-3.7758396,51.596813
276744_190340,277049_190203,6.253169,-3.7809324,51.598373,-3.7764902,51.59721
276744_190340,276664_190359,1.5432997,-3.7809324,51.598373,-3.7821007,51.598526
276248_190426,276374_190385,2.4863548,-3.7881272,51.599037,-3.7862945,51.598698
276248_190426,276304_190422,1.0465134,-3.7881272,51.599037,-3.7873178,51.599014
276248_190426,275793_190728,10.186449,-3.7881272,51.599037,-3.7947986,51.601658
276179_190452,276394_190371,4.3387246,-3.789132,51.599255,-3.786001,51.598576
276179_190452,276381_190359,4.2630415,-3.789132,51.599255,-3.7861843,51.598465
276179_190452,275586_190848,13.284979,-3.789132,51.599255,-3.797816,51.60269
278824_187466,278773_187544,1.7371675,-3.749931,51.572994,-3.7506936,51.573685
278824_187466,278943_187093,7.7396135,-3.749931,51.572994,-3.7480862,51.569668
277087_190146,277038_190195,1.2959318,-3.7759218,51.596706,-3.7766461,51.597134
277087_190146,277242_189791,7.2348113,-3.7759218,51.596706,-3.7735605,51.593555
257154_205975,257575_207162,24.095533,-4.069983,51.73423,-4.064371,51.745003
257154_205975,257352_204961,19.395357,-4.069983,51.73423,-4.0667033,51.72517
257575_207162,257154_205975,24.095533,-4.064371,51.745003,-4.069983,51.73423
257137_205976,257505_207197,23.892904,-4.0702267,51.734238,-4.065398,51.745304
257137_205976,257332_204968,19.284256,-4.0702267,51.734238,-4.0669885,51.72523
257505_207197,257137_205976,23.892904,-4.065398,51.745304,-4.0702267,51.734238
257352_204961,257154_205975,19.395357,-4.0667033,51.72517,-4.069983,51.73423
257352_204961,257321_204119,15.764623,-4.0667033,51.72517,-4.066798,51.717594
257332_204968,257137_205976,19.284256,-4.0669885,51.72523,-4.0702267,51.734238
257332_204968,257307_204109,16.083572,-4.0669885,51.72523,-4.0669966,51.717503
261608_199496,261465_199539,2.7851722,-4.002957,51.677128,-4.005041,51.67748
261608_199496,261986_199345,7.92211,-4.002957,51.677128,-3.997434,51.675865
261608_199496,262001_199426,7.448998,-4.002957,51.677128,-3.9972491,51.676598
261642_199507,261461_199557,3.5024831,-4.00247,51.677235,-4.005106,51.67764
261642_199507,262003_199440,6.850245,-4.00247,51.677235,-3.9972258,51.676723
261642_199507,262015_199484,7.067973,-4.00247,51.677235,-3.9970698,51.67712
261461_199557,261642_199507,3.5024831,-4.005106,51.67764,-4.00247,51.677235
261461_199557,259885_201869,55.67716,-4.005106,51.67764,-4.0288076,51.698032
272972_194339,272990_194409,1.3613622,-3.83682,51.633472,-3.836574,51.63411
272990_194409,272972_194339,1.3613622,-3.836574,51.63411,-3.83682,51.633472
272990_194409,272795_194825,9.186352,-3.836574,51.63411,-3.8395483,51.637802
272990_194409,272991_194353,1.0500553,-3.836574,51.63411,-3.8365507,51.633602
272999_194387,273001_194356,0.59502506,-3.8364449,51.633915,-3.8364074,51.633633
272999_194387,272651_195176,16.532078,-3.8364449,51.633915,-3.8417597,51.640926
272999_194387,273009_194358,0.58123064,-3.8364449,51.633915,-3.8362925,51.63365
273001_194356,272999_194387,0.59502506,-3.8364074,51.633633,-3.8364449,51.633915
257948_202999,259187_202548,24.837078,-4.057271,51.7077,-4.0391693,51.703953
257948_202999,257757_203184,4.959847,-4.057271,51.7077,-4.060111,51.70931
257948_202999,257769_203131,4.1593966,-4.057271,51.7077,-4.0599213,51.708836
257321_204119,257352_204961,15.764623,-4.066798,51.717594,-4.0667033,51.72517
257321_204119,257372_203881,4.5413537,-4.066798,51.717594,-4.0659633,51.71547
257307_204109,257332_204968,16.083572,-4.0669966,51.717503,-4.0669885,51.72523
257307_204109,257582_203404,14.225611,-4.0669966,51.717503,-4.0627346,51.71124
257372_203881,257765_203196,14.838903,-4.0659633,51.71547,-4.059996,51.709423
257372_203881,257761_203248,13.930894,-4.0659633,51.71547,-4.060082,51.709885
257372_203881,257321_204119,4.5413537,-4.0659633,51.71547,-4.066798,51.717594
257765_203196,257372_203881,14.838903,-4.059996,51.709423,-4.0659633,51.71547
257765_203196,257984_202999,5.498576,-4.059996,51.709423,-4.056755,51.707703
257642_203026,257662_203131,2.007091,-4.0617166,51.707863,-4.0614667,51.708813
271800_196978,270320_197445,29.542473,-3.8547125,51.65692,-3.876269,51.660778
271800_196978,272045_196419,11.779148,-3.8547125,51.65692,-3.850968,51.651955
270320_197445,271800_196978,29.542473,-3.876269,51.660778,-3.8547125,51.65692
270320_197445,270221_197575,3.0884635,-3.876269,51.660778,-3.8777478,51.661922
270320_197445,270237_197573,2.848552,-3.876269,51.660778,-3.877516,51.66191
271815_196986,270295_197508,30.80541,-3.8544986,51.656998,-3.8766537,51.66134
271815_196986,272035_196559,9.250291,-3.8544986,51.656998,-3.8511636,51.65321
270295_197508,271815_196986,30.80541,-3.8766537,51.66134,-3.8544986,51.656998
270295_197508,270256_197572,1.3973396,-3.8766537,51.66134,-3.8772411,51.661903
270295_197508,270272_197572,1.2675973,-3.8766537,51.66134,-3.8770099,51.661907
263128_199245,264200_199187,20.272423,-3.980889,51.675247,-3.9653728,51.674984
263128_199245,262656_199345,8.997145,-3.980889,51.675247,-3.9877503,51.67603
264200_199187,263128_199245,20.272423,-3.9653728,51.674984,-3.980889,51.675247
264200_199187,264387_199211,3.5151591,-3.9653728,51.674984,-3.9626794,51.675247
264202_199202,263131_199258,20.24968,-3.9653497,51.67512,-3.980851,51.675365
264202_199202,264479_199232,5.1954713,-3.9653497,51.67512,-3.9613578,51.675457
263131_199258,264202_199202,20.24968,-3.980851,51.675365,-3.9653497,51.67512
263131_199258,262742_199346,7.4378133,-3.980851,51.675365,-3.9865077,51.67606
266828_199674,265353_199347,28.75824,-3.9275753,51.679993,-3.94877,51.6767
266828_199674,267420_199554,11.272668,-3.9275753,51.679993,-3.9189723,51.679054
265353_199347,266828_199674,28.75824,-3.94877,51.6767,-3.9275753,51.679993
265353_199347,265204_199297,2.9320643,-3.94877,51.6767,-3.9509044,51.676216
266830_199690,265360_199367,28.630548,-3.9275525,51.680134,-3.948673,51.676884
266830_199690,267445_199563,11.723411,-3.9275525,51.680134,-3.9186144,51.67914
265360_199367,266830_199690,28.630548,-3.948673,51.676884,-3.9275525,51.680134
265360_199367,265201_199315,3.1261187,-3.948673,51.676884,-3.9509547,51.676376
269335_198527,268410_199228,22.484566,-3.8909004,51.67028,-3.904534,51.67636
269335_198527,269707_198131,10.265488,-3.8909004,51.67028,-3.8853824,51.6668
268410_199228,269335_198527,22.484566,-3.904534,51.67636,-3.8909004,51.67028
268410_199228,268358_199244,1.0129594,-3.904534,51.67636,-3.9052896,51.676495
269349_198532,268414_199241,22.727833,-3.890702,51.670326,-3.904478,51.676476
269349_198532,269713_198143,10.063231,-3.890702,51.670326,-3.8853002,51.666912
268414_199241,269349_198532,22.727833,-3.904478,51.676476,-3.890702,51.670326
268414_199241,268363_199257,1.0056893,-3.904478,51.676476,-3.9052253,51.676613
273995_193408,274706_192235,25.58179,-3.8217115,51.625336,-3.8110259,51.614952
273995_193408,273933_193568,3.1999376,-3.8217115,51.625336,-3.8226643,51.62676
274706_192235,273995_193408,25.58179,-3.8110259,51.614952,-3.8217115,51.625336
274706_192235,274716_192218,0.3676032,-3.8110259,51.614952,-3.8108754,51.614803
272847_194201,272795_194825,11.988114,-3.838575,51.632202,-3.8395483,51.637802
272847_194201,272928_194109,8.172088,-3.838575,51.632202,-3.837368,51.6314
272847_194201,272928_194109,2.286708,-3.838575,51.632202,-3.837368,51.6314
262656_199345,262117_199355,10.218139,-3.9877503,51.67603,-3.9955447,51.675987
262656_199345,262121_199411,10.051674,-3.9877503,51.67603,-3.995509,51.67649
262656_199345,263128_199245,8.997145,-3.9877503,51.67603,-3.980889,51.675247
262117_199355,262656_199345,10.218139,-3.9955447,51.675987,-3.9877503,51.67603
262121_199411,262656_199345,10.051674,-3.995509,51.67649,-3.9877503,51.67603
262121_199411,262001_199426,2.2542727,-3.995509,51.67649,-3.9972491,51.676598
262742_199346,262122_199426,11.658726,-3.9865077,51.67606,-3.9955003,51.67663
262742_199346,262119_199474,11.9569845,-3.9865077,51.67606,-3.9955626,51.677055
262742_199346,263131_199258,7.4378133,-3.9865077,51.67606,-3.980851,51.675365
262122_199426,262742_199346,11.658726,-3.9955003,51.67663,-3.9865077,51.67606
262122_199426,262003_199440,2.2337673,-3.9955003,51.67663,-3.9972258,51.676723
262119_199474,262742_199346,11.9569845,-3.9955626,51.677055,-3.9865077,51.67606
275350_191174,274726_192225,22.795313,-3.8013518,51.60556,-3.8107336,51.61487
275350_191174,274886_192291,23.266748,-3.8013518,51.60556,-3.8084474,51.615498
275350_191174,275344_191151,0.44347262,-3.8013518,51.60556,-3.8014302,51.605354
275350_191174,275793_190728,11.95456,-3.8013518,51.60556,-3.7947986,51.601658
274726_192225,275350_191174,22.795313,-3.8107336,51.61487,-3.8013518,51.60556
274726_192225,274716_192242,0.3676032,-3.8107336,51.61487,-3.810884,51.615017
274716_192218,275344_191151,23.090403,-3.8108754,51.614803,-3.8014302,51.605354
274716_192218,274706_192235,0.3676032,-3.8108754,51.614803,-3.8110259,51.614952
275344_191151,274716_192218,23.090403,-3.8014302,51.605354,-3.8108754,51.614803
275344_191151,275350_191174,0.44347262,-3.8014302,51.605354,-3.8013518,51.60556
275344_191151,275586_190848,7.3123584,-3.8014302,51.605354,-3.797816,51.60269
275344_191151,275586_190848,7.8266673,-3.8014302,51.605354,-3.797816,51.60269
267420_199554,266828_199674,11.272668,-3.9189723,51.679054,-3.9275753,51.679993
267420_199554,267788_199435,7.2100186,-3.9189723,51.679054,-3.9136078,51.67807
267420_199554,267770_199379,7.526172,-3.9189723,51.679054,-3.9138467,51.677563
272045_196419,271800_196978,11.779148,-3.850968,51.651955,-3.8547125,51.65692
272045_196419,272062_196251,3.155758,-3.850968,51.651955,-3.8506608,51.650448
272045_196419,272076_196262,2.985378,-3.850968,51.651955,-3.8504627,51.65055
267445_199563,266830_199690,11.723411,-3.9186144,51.67914,-3.9275525,51.680134
267445_199563,267793_199448,6.832163,-3.9186144,51.67914,-3.9135406,51.67819
267445_199563,267821_199505,7.2225084,-3.9186144,51.67914,-3.9131575,51.678707
261986_199345,261608_199496,7.92211,-3.997434,51.675865,-4.002957,51.677128
262001_199426,261608_199496,7.448998,-3.9972491,51.676598,-4.002957,51.677128
262001_199426,262121_199411,2.2542727,-3.9972491,51.676598,-3.995509,51.67649
262003_199440,261642_199507,6.850245,-3.9972258,51.676723,-4.00247,51.677235
262003_199440,262122_199426,2.2337673,-3.9972258,51.676723,-3.9955003,51.67663
262015_199484,261642_199507,7.067973,-3.9970698,51.67712,-4.00247,51.677235
278943_187093,278824_187466,7.7396135,-3.7480862,51.569668,-3.749931,51.572994
270059_197767,269956_197960,4.1675987,-3.8801594,51.66362,-3.8817205,51.66532
269956_197960,270059_197767,4.1675987,-3.8817205,51.66532,-3.8801594,51.66362
269956_197960,270187_197664,7.0536194,-3.8817205,51.66532,-3.8782723,51.662716
269956_197960,269707_198131,5.6419263,-3.8817205,51.66532,-3.8853824,51.6668
273443_193936,273167_193984,5.2226872,-3.8298724,51.629955,-3.8338752,51.630325
273443_193936,273695_193864,4.917159,-3.8298724,51.629955,-3.8262076,51.629368
273167_193984,273443_193936,5.2226872,-3.8338752,51.630325,-3.8298724,51.629955
273167_193984,272974_194069,3.968698,-3.8338752,51.630325,-3.836693,51.631046
273189_193965,273442_193924,4.7777233,-3.8335507,51.63016,-3.8298826,51.62985
273189_193965,273163_193969,0.4790772,-3.8335507,51.63016,-3.8339276,51.63019
273189_193965,273163_193969,0.49026188,-3.8335507,51.63016,-3.8339276,51.63019
273442_193924,273189_193965,4.7777233,-3.8298826,51.62985,-3.8335507,51.63016
273442_193924,273689_193852,4.822462,-3.8298826,51.62985,-3.82629,51.629257
270187_197664,269956_197960,7.0536194,-3.8782723,51.662716,-3.8817205,51.66532
270187_197664,270237_197573,1.9355092,-3.8782723,51.662716,-3.877516,51.66191
269972_197972,270202_197664,7.199766,-3.8814936,51.665432,-3.8780556,51.66272
269972_197972,270230_197663,7.6214285,-3.8814936,51.665432,-3.8776505,51.662716
269972_197972,269713_198143,5.796834,-3.8814936,51.665432,-3.8853002,51.666912
270202_197664,269972_197972,7.199766,-3.8780556,51.66272,-3.8814936,51.665432
270202_197664,270256_197572,1.98845,-3.8780556,51.66272,-3.8772411,51.661903
270230_197663,269972_197972,7.6214285,-3.8776505,51.662716,-3.8814936,51.665432
272035_196559,272087_196272,5.4378057,-3.8511636,51.65321,-3.8503075,51.650642
272035_196559,272105_196288,5.230703,-3.8511636,51.65321,-3.850053,51.65079
272035_196559,271815_196986,9.250291,-3.8511636,51.65321,-3.8544986,51.656998
272087_196272,272035_196559,5.4378057,-3.8503075,51.650642,-3.8511636,51.65321
272087_196272,272113_196124,2.80139,-3.8503075,51.650642,-3.8498776,51.64932
272105_196288,272035_196559,5.230703,-3.850053,51.65079,-3.8511636,51.65321
272105_196288,272155_196131,3.1428957,-3.850053,51.65079,-3.8492734,51.64939
264387_199211,264822_199232,8.11952,-3.9626794,51.675247,-3.9564004,51.67554
264387_199211,264200_199187,3.5151591,-3.9626794,51.675247,-3.9653728,51.674984
264387_199211,264783_199165,7.75695,-3.9626794,51.675247,-3.9569242,51.674934
264822_199232,264387_199211,8.11952,-3.9564004,51.67554,-3.9626794,51.675247
264822_199232,264852_199234,0.56035256,-3.9564004,51.67554,-3.9559677,51.675564
264479_199232,264202_199202,5.1954713,-3.9613578,51.675457,-3.9653497,51.67512
264479_199232,264830_199247,6.5491905,-3.9613578,51.675457,-3.9562905,51.67568
264479_199232,264854_199326,7.327085,-3.9613578,51.675457,-3.9559743,51.67639
264783_199165,264387_199211,7.75695,-3.9569242,51.674934,-3.9626794,51.675247
264830_199247,264479_199232,6.5491905,-3.9562905,51.67568,-3.9613578,51.675457
264830_199247,264859_199249,0.54171145,-3.9562905,51.67568,-3.9558723,51.6757
